event_id,channel,weight,source,l1_pt,l1_eta,l1_phi,l1_mass,l1_charge,l1_flavor,l2_pt,l2_eta,l2_phi,l2_mass,l2_charge,l2_flavor
400294,ee,1.0,synthetic,41.11021052632763,0.2440354284562813,-2.6337130131158286,0.000511,-1,e,44.34271934749782,-0.4701269130583191,0.6360945901933657,0.000511,1,e
300122,mumu,1.0,synthetic,87.91183588030604,-0.306558332662232,-2.3582434791884705,0.10566,-1,mu,93.4059452376493,0.47348315897627374,0.7924573460376871,0.10566,1,mu
300012,mumu,1.0,synthetic,29.766643775874087,-1.9600597104332211,-0.04312794244865184,0.10566,-1,mu,20.336208623977896,1.511765641455568,2.5726950263332578,0.10566,1,mu
400312,mumu,1.0,synthetic,33.715627874971375,-0.6080100158056787,-2.6981931889325765,0.10566,-1,mu,39.40990638135176,0.7268386833609133,0.6642151376951835,0.10566,1,mu
300049,mumu,1.0,synthetic,22.508767580440377,0.46884293609683936,-2.732214381742881,0.10566,-1,mu,26.56531029868139,0.40397039580382726,0.44077107833863255,0.10566,1,mu
300132,mumu,1.0,synthetic,41.46778858141963,0.5700047938774084,1.8675363799405351,0.10566,-1,mu,36.20086122119181,-0.8306203144236604,-1.3270448509912376,0.10566,1,mu
400264,ee,1.0,synthetic,36.651246061952456,-0.7618806796512135,1.908526625640661,0.000511,-1,e,41.535806708183586,0.46433459701549057,-1.1723731404157942,0.000511,1,e
400104,mumu,1.0,synthetic,38.97635548449838,0.772328885085723,-1.9182242487196552,0.10566,-1,mu,44.84001314806948,0.13135482229032944,0.9877870079014859,0.10566,1,mu
400062,ee,1.0,synthetic,47.916627303613744,0.007472228383734963,-2.7475185033159057,0.000511,-1,e,46.284583428342856,0.2631552106637864,0.7370418762187873,0.000511,1,e
300102,mumu,1.0,synthetic,64.60262082072916,-0.12130192882832468,-1.7163951480729718,0.10566,-1,mu,65.5187416023018,0.16435249435220503,1.492908521277493,0.10566,1,mu
400081,ee,1.0,synthetic,38.28066783724034,-0.761694144911392,-1.7790900480910437,0.000511,-1,e,40.63670486120544,0.38256816693435297,1.426268325628782,0.000511,1,e
400038,ee,1.0,synthetic,23.00069360737149,-1.3787116007652649,-2.1422976198745873,0.000511,-1,e,25.701649139789897,1.2580688657236938,1.2066195316483688,0.000511,1,e
