event_id,channel,weight,source,l1_pt,l1_eta,l1_phi,l1_mass,l1_charge,l1_flavor,l2_pt,l2_eta,l2_phi,l2_mass,l2_charge,l2_flavor
100000,mumu,0.55,synthetic,4.527440774465321,3.904419245640391,0.10887889376955193,0.10566,-1,mu,4.223878991971072,-2.2490752717647338,-1.8009403191687137,0.10566,1,mu
100001,ee,0.55,synthetic,25.474944891172022,1.5442498992373306,-2.544631625428444,0.000511,-1,e,22.98419059792847,-0.9108249502404301,0.1715336830364431,0.000511,1,e
100002,ee,0.55,synthetic,25.165199581702637,1.3242945262594603,-3.1403531066059545,0.000511,-1,e,20.329075603015244,-1.293660394584086,0.34876439224172295,0.000511,1,e
100003,mumu,0.55,synthetic,28.937057121729136,-1.9277432466044742,1.833892727000729,0.10566,-1,mu,20.93866592364076,0.46159291424839854,-1.6560003793098441,0.10566,1,mu
100004,mumu,0.55,synthetic,33.97417208796386,-1.3187850658398115,-0.06943853902849219,0.10566,-1,mu,31.74438004002081,0.44002239809444466,2.7930529331866825,0.10566,1,mu
100005,mumu,0.55,synthetic,42.69742164759479,-0.5885842757168633,-2.254962939007606,0.10566,-1,mu,35.20238408994373,0.532232010487147,1.1282221183260548,0.10566,1,mu
100006,mumu,0.55,synthetic,41.195237305149014,0.6499031114387978,-1.6307829885606773,0.10566,-1,mu,46.161337260013774,-0.033152605306380104,1.338279066630224,0.10566,1,mu
100007,ee,0.55,synthetic,33.518828652172985,-0.5191144868867564,-1.7798861799568475,0.000511,-1,e,31.52288594072052,1.2617341781576845,1.4740996224575453,0.000511,1,e
100008,ee,0.55,synthetic,18.469703037790442,-1.8387146541662769,0.8011042954007367,0.000511,-1,e,21.18154061903668,1.199043173538719,-2.447364223724366,0.000511,1,e
100009,ee,0.55,synthetic,36.217261551337714,-0.5899889265335179,2.0557602760124047,0.000511,-1,e,38.835495902570905,0.5223899506734762,-1.0750890895623841,0.000511,1,e
100010,ee,0.55,synthetic,21.60218077827818,-1.2606885197227307,2.375120768832766,0.000511,-1,e,21.589355294439233,1.6127040341177392,-0.44492259949571256,0.000511,1,e
100011,ee,0.55,synthetic,31.935959633247265,0.9195429456865657,2.7335888463291558,0.000511,-1,e,27.384061054100975,-0.9743566920093163,-0.41325293206842334,0.000511,1,e
100012,mumu,0.55,synthetic,33.87862790228354,-0.9505988084533863,-1.8841021592520861,0.10566,-1,mu,26.062450389320922,1.135793352076608,1.5744200747132766,0.10566,1,mu
100013,mumu,0.55,synthetic,11.32720575275876,-2.4574470482334148,2.3734606634713993,0.10566,-1,mu,9.763732278098644,1.9657200660266334,-0.7510169676032313,0.10566,1,mu
100014,ee,0.55,synthetic,42.590546571517685,-0.21830453464982774,-0.9594477645620921,0.000511,-1,e,44.29143274824895,0.056203888899476105,2.3414509655314695,0.000511,1,e
100015,mumu,0.55,synthetic,24.778228882699565,1.1847174580610818,-2.1892300474979636,0.10566,-1,mu,19.92691260479459,-1.5766426935875508,0.9736499804501266,0.10566,1,mu
100016,mumu,0.55,synthetic,41.01090045157005,-0.8723468950415189,-2.199627010361422,0.10566,-1,mu,35.253447583951825,0.36598617685821216,0.8488075106059416,0.10566,1,mu
100017,mumu,0.55,synthetic,28.87608113284766,0.9959513923163608,-2.4428832825279723,0.10566,-1,mu,26.166774590383042,-1.1393751178789782,0.5619860572229324,0.10566,1,mu
100018,ee,0.55,synthetic,33.650573069130076,0.9620482887377415,2.031970618714882,0.000511,-1,e,27.496230527432704,-0.9337923267494513,-0.9175071271251973,0.000511,1,e
100019,mumu,0.55,synthetic,42.873407735696844,0.5533418364774012,-2.368854679234328,0.10566,-1,mu,47.71490895449755,0.4167331046994068,0.9152448221030471,0.10566,1,mu
100020,ee,0.55,synthetic,26.32414072883486,-0.8585035258847676,3.1101986529549976,0.000511,-1,e,26.339100795037698,1.4267251247737567,0.5721847459096945,0.000511,1,e
100021,mumu,0.55,synthetic,37.95702329361173,-0.6388072668293402,-2.084437833981976,0.10566,-1,mu,47.263431049857104,-0.012148235762034552,1.173190902707303,0.10566,1,mu
100022,mumu,0.55,synthetic,44.55005700488287,0.5382065948962369,-0.6521129095987122,0.10566,-1,mu,36.71642183746093,-0.4480797649286801,2.5598621178831746,0.10566,1,mu
100023,mumu,0.55,synthetic,30.014330237460584,1.1894142511248111,1.2202569399300656,0.10566,-1,mu,26.04537951802085,-1.0297935313244762,-1.7088999075909215,0.10566,1,mu
100024,mumu,0.55,synthetic,16.16841450615421,1.438372466613546,-1.4778311944740343,0.10566,-1,mu,20.24779600350926,-1.6712806243112166,2.3514398510210905,0.10566,1,mu
100025,ee,0.55,synthetic,38.018215603226004,0.4896999774426706,0.9857375802097915,0.000511,-1,e,38.808795462931464,-0.7854004064625372,-1.9388163974006556,0.000511,1,e
100026,mumu,0.55,synthetic,37.695356198150925,-0.028501513395076693,-3.102748950837183,0.10566,-1,mu,52.2455175559387,0.14489714297963638,0.10928194496113038,0.10566,1,mu
100027,ee,0.55,synthetic,37.36107877385919,1.224916500990605,0.0423135526834417,0.000511,-1,e,47.27811269674152,0.4981845452955971,-3.021056670040039,0.000511,1,e
100028,ee,0.55,synthetic,38.49343867247208,0.5509153929523387,0.7503925804017268,0.000511,-1,e,39.2376502153904,-0.6312471838766616,-2.646047062982128,0.000511,1,e
100029,mumu,0.55,synthetic,27.783299653861135,0.5152546802545146,1.9597519140122013,0.10566,-1,mu,31.628348461506352,-1.4869312483121635,-1.2636936265487184,0.10566,1,mu
100030,ee,0.55,synthetic,40.06997416169725,0.8120187854834829,2.868371536033947,0.000511,-1,e,34.75242221077945,-0.513101964851278,-0.35074798834611365,0.000511,1,e
100031,mumu,0.55,synthetic,11.120617539283415,-2.0123446896880943,0.6882264197368166,0.10566,-1,mu,9.67729452562601,2.3794152586734603,-2.2126659502070845,0.10566,1,mu
100032,ee,0.55,synthetic,35.56123119138477,0.25984445051732274,-2.764663933142094,0.000511,-1,e,38.281573105388034,-0.9175303299231442,0.44366681248763984,0.000511,1,e
100033,mumu,0.55,synthetic,42.034135889823425,0.6965975249002941,-0.5609388523809609,0.10566,-1,mu,39.22574789934676,-0.5551861228864136,2.3942504069254715,0.10566,1,mu
100034,ee,0.55,synthetic,22.98484280284935,0.8023193547485992,1.2013929348465289,0.000511,-1,e,15.550526101789826,-2.339747692447595,-1.6547224254416737,0.000511,1,e
100035,mumu,0.55,synthetic,13.24752005153323,2.2656873327379534,-2.44470031470403,0.10566,-1,mu,4.044527226570043,-2.7064175044851284,0.9076305111901531,0.10566,1,mu
100036,ee,0.55,synthetic,24.228442472764385,0.9852426512998668,0.81717614156997,0.000511,-1,e,21.343655187465558,-1.6009790819214218,-2.316199390485629,0.000511,1,e
100037,ee,0.55,synthetic,51.68203356729864,-0.019068975463274025,-1.8765903182528407,0.000511,-1,e,42.54990463106778,-0.4014265001270832,1.402056700177044,0.000511,1,e
100038,mumu,0.55,synthetic,42.657090992469385,0.5684325764860491,-2.523214692376076,0.10566,-1,mu,42.91098691869797,-0.031045630105044963,0.8083177817613219,0.10566,1,mu
100039,mumu,0.55,synthetic,43.44745774383746,0.2960555052485511,-1.9478193225768812,0.10566,-1,mu,41.57132787434817,-0.4950306894980654,1.2475714674474696,0.10566,1,mu
100040,mumu,0.55,synthetic,49.55134532597755,-0.4316471561635041,-1.9561544097465564,0.10566,-1,mu,41.77219548950271,-0.9745631788794247,1.237532258822845,0.10566,1,mu
